# PID,ArrivalTime,InstructionCount
173,548,12
174,553,13
175,562,15
176,565,28
177,571,18
178,576,18
179,581,11
180,582,11
181,582,8
182,586,13
183,590,2
184,591,28
185,592,3
186,599,18
187,604,26
188,605,18
189,607,40
190,607,1
191,611,5
192,613,25
193,616,2
194,616,4
195,619,14
196,623,9
197,631,13
198,634,10
199,634,11
200,648,4
201,649,11
202,651,6
203,654,7
204,654,18
205,659,2
206,661,1
207,668,17
208,672,11
209,675,26
210,677,4
211,679,8
212,679,10
213,681,5
214,682,3
215,684,18
216,684,1
217,694,2
218,694,8
219,696,19
220,696,5
221,697,4
222,698,7
223,705,12
224,709,6
225,710,21
226,710,22
227,712,8
228,714,38
229,719,9
230,721,22
231,726,12
232,728,12
233,730,1
234,733,2
235,734,7
236,736,22
237,740,12
238,743,7
239,743,15
240,744,21
241,745,9
242,748,11
243,751,10
244,754,8
245,756,4
246,757,3
247,765,15
248,765,22
249,766,7
250,771,6
251,774,1
252,775,26
253,777,4
254,779,40
255,780,5
256,781,1
257,783,10
258,786,17
259,786,16
260,791,19
261,794,3
262,795,26
263,797,27
264,800,28
265,802,11
266,805,6
267,806,5
268,808,1
269,814,5
270,815,1
271,818,1
272,819,11
273,826,7
274,829,11
275,833,16
276,839,13
277,841,12
278,842,8
279,846,4
280,848,2
281,850,5
282,868,8
283,869,9
284,872,19
285,875,8
286,882,14
287,888,1
288,888,11
289,891,11
290,894,26
291,895,7
292,901,7
293,906,16
294,906,2
295,914,11
296,915,2
297,918,35
298,920,6
299,924,2
300,926,5
301,927,11
302,929,14
303,932,25
304,932,4
305,932,17
306,934,1
307,937,2
308,938,1
309,938,3
310,941,16
311,947,4
312,949,6
313,951,11
314,953,14
315,956,6
316,957,2
317,961,31
318,964,6
319,964,6
320,967,7
321,969,15
322,977,1
323,982,40
324,984,6
325,986,15
326,988,2
327,991,10
328,998,36
329,1002,32
330,1002,15
331,1004,3
332,1006,24
333,1008,1
334,1016,3
335,1018,8
336,1025,1
337,1028,5
338,1033,17
339,1034,4
340,1037,18
341,1045,40
342,1047,13
343,1052,18
344,1053,24
345,1054,6
346,1055,17
347,1059,5
348,1061,12
349,1063,20
350,1063,3
351,1065,1
352,1075,3
353,1076,22
354,1080,2
355,1081,21
356,1081,3
357,1081,7
358,1084,9
359,1084,2
360,1085,7
361,1086,1
362,1089,6
363,1092,8
364,1092,1
365,1096,3
366,1099,11
367,1101,2
368,1103,13
369,1105,14
370,1105,11
371,1109,17
372,1114,1
373,1116,20
374,1118,3
375,1119,10
376,1120,35
377,1122,6
378,1126,9
379,1130,3
380,1135,34
381,1140,3
382,1146,16
383,1152,24
384,1156,17
385,1159,12
386,1161,10
387,1162,2
388,1165,33
389,1167,11
390,1167,9
391,1168,2
392,1169,9
393,1175,8
394,1179,35
395,1185,9
396,1186,9
397,1188,2
398,1196,4
399,1198,14
400,1198,1
401,1200,20
402,1202,21
403,1204,3
404,1205,12
405,1207,25
406,1211,8
407,1212,6
408,1214,7
409,1215,11
410,1218,4
411,1221,6
412,1222,11
413,1225,5
414,1226,2
415,1228,9
416,1232,24
417,1234,13
418,1237,2
419,1248,4
420,1255,6
421,1260,35
422,1261,37
423,1270,34
424,1270,10
425,1270,40
426,1273,4
427,1276,6
428,1281,19
429,1284,11
430,1288,12
431,1289,3
432,1290,8
433,1294,4
434,1295,1
435,1299,5
436,1300,11
437,1302,17
438,1304,1
439,1305,9
440,1314,8
441,1315,11
442,1319,2
443,1319,2
444,1324,24
445,1325,3
446,1325,6
447,1331,6
448,1332,4
449,1333,14
450,1338,13
451,1339,8
452,1343,4
453,1346,7
454,1347,9
455,1348,4
456,1348,15
457,1348,20
458,1350,28
459,1353,26
460,1355,6
461,1358,10
462,1362,7
463,1366,7
464,1367,7
465,1369,9
466,1378,23
467,1378,12
468,1381,2
469,1392,20
470,1392,11
471,1392,14
472,1396,12
473,1399,12
474,1404,13
475,1405,1
476,1413,14
477,1415,4
478,1417,5
479,1420,9
480,1421,31
481,1421,3
482,1421,9
483,1424,7
484,1424,19
485,1433,7
486,1442,11
487,1443,3
488,1451,22
489,1454,1
490,1457,13
491,1457,11
492,1460,12
493,1460,1
494,1461,6
495,1465,19
496,1466,35
497,1468,8
498,1468,17
499,1471,10
500,1472,8
501,1473,6
502,1477,9
503,1478,16
504,1483,17
505,1486,2
506,1492,5
507,1495,2
508,1503,9
509,1510,6
510,1511,12
511,1515,13
512,1516,1
513,1517,9
514,1519,23
515,1522,5
516,1525,5
517,1526,20
518,1528,18
519,1528,3
520,1528,16
521,1528,4
522,1541,5
523,1542,3
524,1547,2
525,1548,10
526,1549,1
527,1551,10
528,1552,10
529,1552,8
530,1554,5
531,1558,4
532,1558,2
533,1562,28
534,1565,7
535,1566,7
536,1568,3
537,1569,25
538,1577,5
539,1584,11
540,1590,13
541,1594,10
542,1598,1
543,1599,16
544,1600,5
545,1600,18
546,1601,8
547,1611,14
548,1613,24
549,1614,15
550,1615,14
551,1621,16
552,1628,4
553,1629,18
554,1631,7
555,1633,7
556,1635,10
557,1636,6
558,1637,3
559,1639,9
560,1643,7
561,1648,7
562,1653,8
563,1656,7
564,1656,27
565,1656,25
566,1658,9
567,1661,9
568,1661,1
569,1664,5
570,1664,16
571,1665,6
572,1667,21
573,1677,20
574,1678,5
575,1683,10
576,1688,28
577,1696,1
578,1699,6
579,1703,1
580,1704,3
581,1707,35
582,1711,6
583,1716,1
584,1718,3
585,1719,1
586,1720,10
587,1721,13
588,1726,18
589,1728,15
590,1728,1
591,1730,12
592,1732,8
593,1738,21
594,1740,17
595,1741,38
596,1743,3
597,1745,2
598,1749,5
599,1752,8
600,1756,4
601,1760,3
602,1761,12
603,1763,5
604,1764,4
605,1765,1
606,1767,1
607,1769,26
608,1774,25
609,1774,17
610,1779,14
611,1780,5
612,1783,15
613,1784,2
614,1794,10
615,1794,4
616,1798,15
617,1799,30
618,1809,3
619,1813,5
620,1815,9
621,1818,1
622,1818,1
623,1821,29
624,1824,12
625,1825,4
626,1825,9
627,1828,5
628,1833,10
629,1839,5
630,1847,8
631,1848,16
632,1854,15
633,1854,28
634,1856,12
635,1861,9
636,1864,31
637,1869,7
638,1876,1
639,1877,18
640,1881,11
641,1882,9
642,1886,18
643,1887,6
644,1887,1
645,1893,18
646,1898,4
647,1899,3
648,1901,17
649,1902,24
650,1905,6
651,1906,18
652,1909,13
653,1912,35
654,1913,12
655,1914,23
656,1919,5
657,1925,1
658,1926,20
659,1930,1
660,1930,17
661,1931,2
662,1933,11
663,1944,36
664,1948,16
665,1952,7
666,1952,13
667,1955,5
668,1956,40
669,1958,4
670,1965,8
671,1965,15
672,1977,12
673,1982,13
674,1989,5
675,1990,7
676,1990,19
677,1991,18
678,1996,12
679,2004,26
680,2009,20
681,2009,18
682,2014,1
683,2014,12
684,2015,10
685,2018,28
686,2019,7
687,2021,10
688,2025,2
689,2025,3
690,2026,28
691,2028,13
692,2029,36
693,2035,7
694,2047,1
695,2050,6
696,2056,5
697,2058,16
698,2060,16
699,2062,14
700,2064,40
701,2068,25
702,2068,3
703,2074,20
704,2074,9
705,2082,7
706,2088,27
707,2089,3
708,2094,19
709,2095,17
710,2095,3
711,2096,1
712,2097,8
713,2100,22
714,2103,12
715,2104,28
716,2107,12
717,2109,29
718,2114,5
719,2119,14
720,2124,6
721,2130,8
722,2132,10
723,2133,12
724,2135,4
725,2137,13
726,2139,9
727,2146,1
728,2147,1
729,2153,22
730,2153,7
731,2154,1
732,2155,33
733,2155,15
734,2155,12
735,2159,3
736,2161,1
737,2173,10
738,2177,9
739,2188,2
740,2191,2
741,2193,2
742,2195,2
743,2197,4
744,2197,12
745,2207,14
746,2208,8
747,2210,10
748,2211,14
749,2221,1
750,2221,11
751,2222,25
752,2238,7
753,2240,22
754,2243,7
755,2247,15
756,2249,12
757,2250,2
758,2252,3
759,2254,29
760,2255,18
761,2258,8
762,2259,7
763,2265,3
764,2269,13
765,2270,4
766,2276,6
767,2278,4
768,2281,17
769,2290,8
770,2294,10
771,2299,2
772,2302,4
773,2306,10
774,2307,1
775,2309,7
776,2309,9
777,2317,2
778,2323,12
779,2323,8
780,2326,4
781,2332,1
782,2343,20
783,2344,5
784,2345,1
785,2347,4
786,2356,13
787,2362,11
788,2368,2
789,2372,22
790,2372,1
791,2373,26
792,2376,11
793,2377,6
794,2379,7
795,2385,10
796,2385,14
797,2392,1
798,2400,4
799,2401,9
800,2404,23
801,2408,22
802,2408,30
803,2416,22
804,2420,3
805,2422,9
806,2423,22
807,2423,20
808,2434,7
809,2437,14
810,2443,5
811,2444,1
812,2448,8
813,2457,7
814,2463,5
815,2472,14
816,2472,7
817,2473,13
818,2481,17
819,2485,40
820,2488,8
821,2492,23
822,2498,11
823,2504,11
824,2505,8
825,2505,10
826,2506,7
827,2508,20
828,2523,4
829,2525,1
830,2530,5
831,2533,4
832,2534,5
833,2534,8
834,2543,5
835,2544,8
836,2544,5
837,2545,13
838,2545,40
839,2545,11
840,2549,5
841,2551,1
842,2556,37
843,2558,11
844,2566,7
845,2573,1
846,2576,8
847,2576,10
848,2577,5
849,2579,1
850,2579,1
851,2586,37
852,2590,10
853,2593,5
854,2594,9
855,2599,9
856,2601,1
857,2602,19
858,2604,7
859,2613,10
860,2618,28
861,2620,1
862,2628,4
863,2629,12
864,2631,19
865,2632,4
866,2632,5
867,2638,15
868,2645,40
869,2651,9
870,2652,4
871,2653,2
872,2658,8
873,2662,18
874,2664,40
875,2666,6
876,2667,9
877,2671,33
878,2675,12
879,2685,11
880,2691,28
881,2692,10
882,2700,3
883,2701,24
884,2701,1
885,2703,21
886,2704,9
887,2705,6
888,2705,6
889,2709,8
890,2710,6
891,2712,13
892,2713,6
893,2717,9
894,2721,1
895,2728,9
896,2733,5
897,2735,19
898,2744,7
899,2746,17
900,2751,16
901,2751,16
902,2755,7
903,2756,9
904,2767,13
905,2776,10
906,2778,7
907,2781,3
908,2782,9
909,2783,1
910,2792,2
911,2793,16
912,2796,11
913,2798,16
914,2800,4
915,2805,21
916,2806,1
917,2807,2
918,2809,21
919,2814,10
920,2818,16
921,2820,11
922,2821,5
923,2822,2
924,2822,1
925,2825,35
926,2826,1
927,2828,27
928,2830,10
929,2834,11
930,2836,11
931,2839,14
932,2844,4
933,2845,1
934,2846,5
935,2851,13
936,2851,2
937,2852,21
938,2854,8
939,2855,2
940,2855,10
941,2857,13
942,2859,14
943,2860,21
944,2864,1
945,2865,21
946,2871,22
947,2872,2
948,2876,3
949,2876,17
950,2882,6
951,2882,25
952,2885,31
953,2891,2
954,2891,3
955,2895,10
956,2898,1
957,2902,1
958,2904,3
959,2908,39
960,2909,11
961,2910,4
962,2910,2
963,2916,2
964,2924,5
965,2926,4
966,2933,7
967,2936,14
968,2942,8
969,2948,18
970,2949,6
971,2950,33
972,2952,17
973,2962,11
974,2967,14
975,2973,5
976,2974,7
977,2985,7
978,2994,4
979,2994,1
980,2995,14
981,2997,20
982,2998,13
983,2998,8
984,3003,40
985,3008,4
986,3009,11
987,3011,22
988,3013,2
989,3015,15
990,3022,34
991,3024,9
992,3027,10
993,3028,4
994,3033,14
995,3034,4
996,3035,8
997,3035,1
998,3041,5
999,3043,5
1000,3048,6
1001,3050,17
1002,3053,20
1003,3053,12
1004,3056,16
1005,3061,4
1006,3069,3
1007,3070,14
1008,3071,2
1009,3080,2
1010,3083,9
1011,3087,5
1012,3087,5
1013,3088,1
1014,3090,11
1015,3092,6
1016,3092,20
1017,3094,14
1018,3098,6
1019,3099,1
1020,3102,9
1021,3105,9
1022,3124,1
1023,3124,13
1024,3124,2
1025,3127,21
1026,3138,8
1027,3143,4
1028,3144,11
1029,3149,10
1030,3152,10
1031,3157,19
1032,3158,11
1033,3158,4
1034,3166,7
1035,3168,27
1036,3168,3
1037,3170,13
1038,3171,19
1039,3172,14
1040,3173,9
1041,3174,11
1042,3174,14
1043,3176,3
1044,3178,9
1045,3180,40
1046,3186,13
1047,3191,10
1048,3191,6
1049,3192,3
1050,3194,11
1051,3212,12
1052,3216,8
1053,3218,40
1054,3219,4
1055,3220,3
1056,3222,6
1057,3226,8
1058,3229,3
1059,3230,11
1060,3230,12
1061,3232,16
1062,3234,5
1063,3238,25
1064,3239,15
1065,3243,4
1066,3246,3
1067,3247,6
1068,3249,12
1069,3249,14
1070,3257,15
1071,3257,40
1072,3257,1
1073,3259,8
1074,3260,39
1075,3261,17
1076,3271,3
1077,3272,10
1078,3274,7
1079,3275,7
1080,3278,5
1081,3278,10
1082,3278,22
1083,3284,5
1084,3285,15
1085,3289,17
1086,3289,25
1087,3297,3
1088,3304,9
1089,3305,4
1090,3306,10
1091,3312,10
1092,3317,2
1093,3318,10
1094,3320,40
1095,3320,14
1096,3321,2
1097,3321,3
1098,3322,8
1099,3322,3
1100,3324,24
1101,3324,1
1102,3327,14
1103,3327,1
1104,3340,8
1105,3341,2
1106,3341,16
1107,3345,21
1108,3348,12
1109,3348,22
1110,3355,1
1111,3362,10
1112,3362,14
1113,3363,15
1114,3365,13
1115,3368,15
1116,3370,10
1117,3371,2
1118,3381,5
1119,3385,24
1120,3386,22
1121,3391,13
1122,3396,16
1123,3402,20
1124,3404,13
1125,3405,24
1126,3417,23
1127,3419,5
1128,3420,5
1129,3423,12
1130,3425,38
1131,3427,25
1132,3431,18
1133,3433,26
1134,3433,14
1135,3435,7
1136,3445,40
1137,3450,13
1138,3451,23
1139,3451,1
1140,3455,1
1141,3458,10
1142,3458,3
1143,3459,11
1144,3464,5
1145,3464,40
1146,3465,21
1147,3467,28
1148,3471,1
1149,3475,18
1150,3476,7
1151,3478,29
1152,3482,16
1153,3489,9
1154,3494,2
1155,3498,10
1156,3499,24
1157,3501,6
1158,3501,40
1159,3503,22
1160,3508,3
1161,3511,2
1162,3513,8
1163,3515,6
1164,3522,14
1165,3524,9
1166,3525,7
1167,3535,1
1168,3536,16
1169,3540,1
1170,3543,22
1171,3543,1
1172,3546,1
1173,3548,3
1174,3551,6
1175,3554,4
1176,3554,5
1177,3560,11
1178,3563,3
1179,3564,12
1180,3565,3
1181,3567,1
1182,3568,22
1183,3570,4
1184,3571,15
1185,3575,1
1186,3576,30
1187,3582,10
1188,3582,9
1189,3583,1
1190,3588,3
1191,3590,7
1192,3590,3
1193,3592,20
1194,3592,9
1195,3596,3
1196,3598,18
1197,3603,6
1198,3608,17
1199,3609,5
1200,3612,14
1201,3613,6
1202,3614,20
1203,3617,1
1204,3619,2
1205,3625,8
1206,3650,4
1207,3654,6
1208,3657,16
1209,3659,5
1210,3660,12
1211,3661,3
1212,3668,1
1213,3671,17
1214,3672,35
1215,3679,11
1216,3680,8
1217,3682,10
1218,3688,27
1219,3689,11
1220,3694,18
1221,3705,17
1222,3711,22
1223,3712,8
1224,3713,5
1225,3715,14
1226,3715,21
1227,3716,24
1228,3716,29
1229,3716,19
1230,3717,5
1231,3717,11
1232,3718,10
1233,3720,9
1234,3724,15
1235,3732,7
1236,3733,7
1237,3733,37
1238,3738,8
1239,3738,22
1240,3747,23
1241,3751,11
1242,3759,7
1243,3761,3
1244,3768,1
1245,3768,15
1246,3769,13
1247,3769,17
1248,3774,5
1249,3775,39
1250,3775,14
1251,3777,8
1252,3780,6
1253,3787,18
1254,3792,29
1255,3796,9
1256,3796,32
1257,3799,3
1258,3805,13
1259,3805,14
1260,3807,16
1261,3808,11
1262,3813,13
1263,3816,3
1264,3817,26
1265,3818,20
1266,3820,12
1267,3821,20
1268,3822,27
1269,3822,15
1270,3824,40
1271,3834,16
1272,3836,3
1273,3838,12
1274,3841,21
1275,3843,27
1276,3844,11
1277,3845,3
1278,3848,7
1279,3848,1
1280,3848,18
1281,3851,6
1282,3856,4
1283,3857,19
1284,3858,32
1285,3866,4
1286,3870,11
1287,3871,8
1288,3874,28
1289,3874,8
1290,3877,3
1291,3877,9
1292,3879,24
1293,3880,7
1294,3891,5
1295,3892,8
1296,3897,3
1297,3900,8
1298,3901,5
1299,3902,40
1300,3914,3
1301,3919,5
1302,3920,3
1303,3922,13
1304,3926,4
1305,3927,1
1306,3931,10
1307,3933,7
1308,3934,4
1309,3936,28
1310,3937,14
1311,3945,12
1312,3950,14
1313,3952,13
1314,3954,7
1315,3954,4
1316,3963,10
1317,3964,7
1318,3971,2
1319,3973,6
1320,3976,20
1321,3976,10
1322,3981,3
1323,3987,2
1324,3988,23
1325,3997,7
1326,3997,8
1327,4000,16
1328,4004,2
1329,4010,9
1330,4013,10
1331,4016,2
1332,4017,25
1333,4019,10
1334,4022,6
1335,4025,7
1336,4026,2
1337,4029,1
1338,4031,5
1339,4036,6
1340,4040,7
1341,4046,27
1342,4051,16
1343,4051,1
1344,4052,23
1345,4056,5
1346,4058,17
1347,4059,6
1348,4061,10
1349,4068,2
1350,4069,12
1351,4069,19
1352,4073,1
1353,4073,19
1354,4079,4
1355,4080,34
1356,4082,17
1357,4085,15
1358,4093,7
1359,4094,40
1360,4094,5
1361,4098,3
1362,4099,4
1363,4099,21
1364,4104,10
1365,4104,8
1366,4109,5
1367,4115,8
1368,4116,5
1369,4118,16
1370,4121,7
1371,4122,4
1372,4124,20
1373,4125,3
1374,4126,10
1375,4126,1
1376,4129,1
1377,4133,6
1378,4136,5
1379,4139,5
1380,4141,17
1381,4143,18
1382,4143,12
1383,4146,2
1384,4148,8
1385,4149,37
1386,4149,40
1387,4151,20
1388,4151,3
1389,4152,8
1390,4157,11
1391,4159,10
1392,4161,22
1393,4165,17
1394,4170,2
1395,4179,4
1396,4181,20
1397,4184,27
1398,4185,11
1399,4188,30
1400,4188,10
1401,4192,3
1402,4193,15
1403,4193,2
1404,4193,29
1405,4200,15
1406,4201,4
1407,4204,1
1408,4205,1
1409,4205,5
1410,4207,13
1411,4210,19
1412,4210,23
1413,4213,12
1414,4226,10
1415,4226,6
1416,4229,13
1417,4230,4
1418,4237,2
1419,4238,10
1420,4240,18
1421,4240,1
1422,4241,5
1423,4242,9
1424,4247,9
1425,4249,14
1426,4257,36
1427,4263,1
1428,4265,38
1429,4268,35
1430,4271,19
1431,4273,11
1432,4277,4
1433,4286,19
1434,4290,11
1435,4290,6
1436,4292,19
1437,4295,21
1438,4295,27
1439,4298,4
1440,4300,25
1441,4300,7
1442,4311,11
1443,4316,13
1444,4316,23
1445,4317,17
1446,4324,6
1447,4333,1
1448,4335,14
1449,4337,11
1450,4346,2
1451,4347,12
1452,4349,9
1453,4353,27
1454,4358,40
1455,4360,21
1456,4360,9
1457,4367,10
1458,4367,4
1459,4371,4
1460,4374,8
1461,4374,7
1462,4376,1
1463,4378,27
1464,4380,30
1465,4383,27
1466,4384,31
1467,4385,40
1468,4391,4
1469,4393,40
1470,4396,6
1471,4396,16
1472,4397,1
1473,4398,5
1474,4402,21
1475,4405,17
1476,4414,6
1477,4420,10
1478,4420,5
1479,4422,21
1480,4431,29
1481,4432,4
1482,4432,9
1483,4433,1
1484,4438,11
1485,4440,15
1486,4453,12
1487,4453,14
1488,4458,8
1489,4461,8
1490,4469,8
1491,4475,5
1492,4476,6
1493,4478,14
1494,4481,27
1495,4485,3
1496,4485,8
1497,4490,2
1498,4491,5
1499,4492,6
1500,4494,11
1501,4498,10
1502,4498,9
1503,4500,13
1504,4501,3
1505,4503,11
1506,4513,17
1507,4517,3
1508,4518,1
1509,4519,21
1510,4520,2
1511,4522,5
1512,4523,17
1513,4527,3
1514,4529,20
1515,4539,4
1516,4549,4
1517,4550,4
1518,4554,15
1519,4561,5
1520,4567,21
1521,4569,9
1522,4569,10
1523,4573,3
1524,4576,24
1525,4580,17
1526,4580,17
1527,4584,8
1528,4586,2
1529,4588,11
1530,4588,14
1531,4593,15
1532,4593,13
1533,4594,12
1534,4594,4
1535,4598,4
1536,4604,2
1537,4605,21
1538,4605,38
1539,4605,40
1540,4605,11
1541,4607,12
1542,4607,8
1543,4608,11
1544,4608,3
1545,4608,8
1546,4612,4
1547,4618,7
1548,4622,4
1549,4625,14
1550,4627,16
1551,4628,12
1552,4628,4
1553,4629,2
1554,4632,16
1555,4632,9
1556,4633,1
1557,4635,10
1558,4635,13
1559,4640,1
1560,4641,15
1561,4645,1
1562,4649,4
1563,4649,1
1564,4656,3
1565,4658,2
1566,4661,21
1567,4661,7
1568,4663,6
1569,4665,23
1570,4666,22
1571,4667,6
1572,4670,12
1573,4672,5
1574,4677,8
1575,4680,2
1576,4684,13
1577,4686,24
1578,4687,20
1579,4688,10
1580,4688,1
1581,4692,5
1582,4692,8
1583,4697,2
1584,4701,1
1585,4703,29
1586,4704,19
1587,4708,14
1588,4710,17
1589,4710,2
1590,4713,3
1591,4717,11
1592,4720,12
1593,4723,1
1594,4724,11
1595,4725,8
1596,4725,20
1597,4728,12
1598,4728,31
1599,4729,6
1600,4736,2
1601,4741,31
1602,4743,13
1603,4745,9
1604,4747,3
1605,4748,6
1606,4752,6
1607,4755,2
1608,4762,1
1609,4772,6
1610,4773,17
1611,4784,25
1612,4785,21
1613,4792,22
1614,4795,2
1615,4797,11
1616,4797,14
1617,4801,15
1618,4805,8
1619,4808,10
1620,4809,20
1621,4810,14
1622,4811,16
1623,4811,5
1624,4813,16
1625,4814,10
1626,4817,18
1627,4818,4
1628,4820,17
1629,4821,6
1630,4823,17
1631,4823,12
1632,4824,9
1633,4828,7
1634,4831,9
1635,4832,6
1636,4835,7
1637,4837,14
1638,4838,1
1639,4845,17
1640,4846,17
1641,4847,7
1642,4853,10
1643,4854,3
1644,4856,13
1645,4858,3
1646,4858,25
1647,4865,3
1648,4865,8
1649,4869,11
1650,4871,14
1651,4875,9
1652,4875,12
1653,4882,7
1654,4882,1
1655,4884,9
1656,4885,15
1657,4885,3
1658,4886,11
1659,4888,36
1660,4891,8
1661,4895,9
1662,4896,1
1663,4901,2
1664,4902,4
1665,4902,15
1666,4907,3
1667,4911,13
1668,4912,4
1669,4927,1
1670,4931,16
1671,4938,6
1672,4941,14
1673,4947,1
1674,4952,1
1675,4959,10
1676,4959,2
1677,4960,10
1678,4963,10
1679,4964,9
1680,4965,21
1681,4965,13
1682,4968,36
1683,4968,6
1684,4972,2
1685,4975,4
1686,4977,7
1687,4979,39
1688,4981,9
1689,4982,22
1690,4983,6
1691,4985,5
1692,4999,1
1693,5003,38
1694,5006,28
1695,5009,11
1696,5011,7
1697,5018,10
1698,5020,1
1699,5020,14
1700,5022,26
1701,5030,27
1702,5030,1
1703,5030,22
1704,5031,1
1705,5038,1
1706,5038,23
1707,5038,5
1708,5040,20
1709,5051,19
1710,5054,17
1711,5058,10
1712,5059,2
1713,5066,7
1714,5071,28
1715,5074,20
1716,5079,7
1717,5083,7
1718,5083,15
1719,5090,10
1720,5091,7
1721,5093,14
1722,5098,14
1723,5099,4
1724,5103,12
1725,5104,13
1726,5106,9
1727,5109,4
1728,5110,6
1729,5110,3
1730,5111,13
1731,5111,1
1732,5116,30
1733,5117,25
1734,5119,14
1735,5130,20
1736,5135,18
1737,5136,10
1738,5138,8
1739,5149,7
1740,5151,4
1741,5152,4
1742,5153,21
1743,5156,19
1744,5156,7
1745,5158,15
1746,5159,17
1747,5161,2
1748,5164,27
1749,5165,17
1750,5165,14
1751,5170,17
1752,5171,12
1753,5175,8
1754,5187,11
1755,5188,1
1756,5189,40
1757,5189,8
1758,5190,40
1759,5193,11
1760,5195,5
1761,5199,26
1762,5199,13
1763,5209,40
1764,5213,5
1765,5214,27
1766,5216,28
1767,5219,18
1768,5225,28
1769,5227,9
1770,5231,4
1771,5233,5
1772,5234,10
1773,5236,18
1774,5236,4
1775,5239,7
1776,5240,4
1777,5240,21
1778,5244,39
1779,5244,3
1780,5247,15
1781,5249,23
1782,5250,8
1783,5251,2
1784,5255,26
1785,5255,1
1786,5258,32
1787,5260,4
1788,5263,1
1789,5271,6
1790,5275,9
1791,5276,11
1792,5281,17
1793,5282,12
1794,5284,37
1795,5286,9
1796,5288,13
1797,5290,12
1798,5290,1
1799,5292,2
1800,5293,10
1801,5293,14
1802,5300,1
1803,5303,38
1804,5305,15
1805,5310,10
1806,5317,15
1807,5318,5
1808,5320,11
1809,5322,13
1810,5325,26
1811,5326,8
1812,5330,1
1813,5333,4
1814,5334,7
1815,5337,2
1816,5341,3
1817,5341,4
1818,5344,7
1819,5346,15
1820,5347,7
1821,5353,16
1822,5358,10
1823,5358,3
1824,5367,13
1825,5369,11
1826,5371,16
1827,5378,19
1828,5381,27
1829,5384,15
1830,5388,11
1831,5389,16
1832,5390,6
1833,5393,5
1834,5396,30
1835,5405,5
1836,5409,4
1837,5410,15
1838,5410,6
1839,5412,19
1840,5415,25
1841,5421,4
1842,5426,17
1843,5427,5
1844,5428,8
1845,5430,13
1846,5431,5
1847,5433,12
1848,5439,8
1849,5440,19
1850,5443,19
1851,5444,6
1852,5445,13
1853,5451,22
1854,5454,3
1855,5458,8
1856,5468,12
1857,5479,3
1858,5481,6
1859,5482,34
1860,5484,5
1861,5487,6
1862,5489,15
1863,5494,2
1864,5495,8
1865,5499,4
1866,5505,12
1867,5513,10
1868,5514,13
1869,5518,6
1870,5524,7
1871,5524,6
1872,5526,8
1873,5527,30
1874,5528,20
1875,5528,8
1876,5529,6
1877,5533,18
1878,5534,11
1879,5537,3
1880,5549,7
1881,5555,27
1882,5561,15
1883,5565,6
1884,5569,1
1885,5571,12
1886,5571,10
1887,5572,8
1888,5579,18
1889,5580,15
1890,5584,1
1891,5584,10
1892,5593,2
1893,5594,6
1894,5599,2
1895,5600,2
1896,5601,13
1897,5602,12
1898,5602,9
1899,5603,5
1900,5616,2
1901,5617,6
1902,5625,12
1903,5627,12
1904,5627,27
1905,5628,24
1906,5631,9
1907,5635,6
1908,5635,4
1909,5637,1
1910,5643,2
