# PID,ArrivalTime,InstructionCount
302,929,4
303,932,1
304,932,3
305,932,4
306,934,4
307,937,4
308,938,1
309,938,1
310,941,1
311,947,15
312,949,2
313,951,1
314,953,7
315,956,2
316,957,2
317,961,2
318,964,4
319,964,7
320,967,1
321,969,10
322,977,5
323,982,2
324,984,8
325,986,8
326,988,5
327,991,25
328,998,9
329,1002,5
330,1002,8
331,1004,9
332,1006,1
333,1008,1
334,1016,1
335,1018,7
336,1025,2
337,1028,1
338,1033,2
339,1034,4
340,1037,6
341,1045,2
342,1047,5
343,1052,5
344,1053,14
345,1054,4
346,1055,40
347,1059,3
348,1061,2
349,1063,7
350,1063,11
351,1065,1
352,1075,1
353,1076,4
354,1080,7
355,1081,1
356,1081,4
357,1081,13
358,1084,4
359,1084,4
360,1085,21
361,1086,6
362,1089,7
363,1092,12
364,1092,6
365,1096,3
366,1099,6
367,1101,4
368,1103,3
369,1105,26
370,1105,7
371,1109,7
372,1114,6
373,1116,1
374,1118,6
375,1119,2
376,1120,1
377,1122,3
378,1126,3
379,1130,15
380,1135,2
381,1140,2
382,1146,2
383,1152,8
384,1156,1
385,1159,6
386,1161,4
387,1162,6
388,1165,3
389,1167,6
390,1167,7
391,1168,2
392,1169,1
393,1175,7
394,1179,5
395,1185,4
396,1186,1
397,1188,5
398,1196,1
399,1198,7
400,1198,15
401,1200,7
402,1202,3
403,1204,3
404,1205,1
405,1207,2
406,1211,3
407,1212,10
408,1214,2
409,1215,7
410,1218,6
411,1221,1
412,1222,4
413,1225,5
414,1226,3
415,1228,14
416,1232,6
417,1234,4
418,1237,4
419,1248,9
420,1255,1
421,1260,3
422,1261,4
423,1270,4
424,1270,1
425,1270,5
426,1273,1
427,1276,4
428,1281,1
429,1284,5
430,1288,2
431,1289,10
432,1290,2
433,1294,7
434,1295,7
435,1299,2
436,1300,1
437,1302,3
438,1304,3
439,1305,2
440,1314,5
441,1315,1
442,1319,2
443,1319,2
444,1324,8
445,1325,2
446,1325,6
447,1331,17
448,1332,6
449,1333,3
450,1338,4
451,1339,6
452,1343,1
453,1346,1
454,1347,1
455,1348,2
456,1348,4
457,1348,3
458,1350,4
459,1353,4
460,1355,8
461,1358,1
462,1362,5
463,1366,7
464,1367,14
465,1369,1
466,1378,3
467,1378,5
468,1381,3
469,1392,24
470,1392,8
471,1392,4
472,1396,7
473,1399,1
474,1404,8
475,1405,7
476,1413,1
477,1415,3
478,1417,1
479,1420,1
480,1421,13
481,1421,1
482,1421,1
483,1424,17
484,1424,1
485,1433,1
486,1442,1
487,1443,6
488,1451,3
489,1454,3
490,1457,2
491,1457,2
492,1460,1
493,1460,5
494,1461,6
495,1465,3
496,1466,4
497,1468,3
498,1468,5
499,1471,17
500,1472,2
501,1473,1
502,1477,10
503,1478,5
504,1483,7
505,1486,7
506,1492,1
507,1495,3
508,1503,3
509,1510,3
510,1511,3
511,1515,9
512,1516,1
513,1517,4
514,1519,5
515,1522,5
516,1525,5
517,1526,8
518,1528,3
519,1528,1
520,1528,1
521,1528,4
522,1541,3
523,1542,2
524,1547,6
525,1548,1
526,1549,1
527,1551,5
528,1552,3
529,1552,7
530,1554,1
531,1558,4
532,1558,4
533,1562,3
534,1565,1
535,1566,3
536,1568,2
537,1569,1
538,1577,3
539,1584,1
540,1590,7
541,1594,2
542,1598,3
543,1599,2
544,1600,1
545,1600,8
546,1601,1
547,1611,3
548,1613,2
549,1614,8
550,1615,3
551,1621,12
552,1628,5
553,1629,3
554,1631,1
555,1633,9
556,1635,2
557,1636,5
558,1637,16
559,1639,11
560,1643,6
561,1648,3
562,1653,2
563,1656,1
564,1656,3
565,1656,1
566,1658,5
567,1661,1
568,1661,4
569,1664,3
570,1664,5
571,1665,4
572,1667,18
573,1677,13
574,1678,2
575,1683,5
576,1688,6
577,1696,1
578,1699,2
579,1703,1
580,1704,6
581,1707,5
582,1711,10
583,1716,27
584,1718,6
585,1719,6
586,1720,6
587,1721,2
588,1726,10
589,1728,8
590,1728,3
591,1730,4
592,1732,5
593,1738,6
594,1740,13
595,1741,21
596,1743,1
597,1745,3
598,1749,2
599,1752,1
600,1756,1
601,1760,1
602,1761,1
603,1763,1
604,1764,1
605,1765,8
606,1767,1
607,1769,1
608,1774,6
609,1774,7
610,1779,7
611,1780,6
612,1783,18
613,1784,1
614,1794,2
615,1794,7
616,1798,7
617,1799,1
618,1809,9
619,1813,3
620,1815,7
621,1818,4
622,1818,7
623,1821,1
624,1824,4
625,1825,6
626,1825,2
627,1828,4
628,1833,5
629,1839,1
630,1847,2
631,1848,6
632,1854,5
633,1854,1
634,1856,3
635,1861,1
636,1864,5
637,1869,1
638,1876,3
639,1877,1
640,1881,1
641,1882,3
642,1886,3
643,1887,1
644,1887,5
645,1893,3
646,1898,2
647,1899,8
648,1901,2
649,1902,7
650,1905,2
651,1906,1
652,1909,3
653,1912,3
654,1913,2
655,1914,1
656,1919,5
657,1925,2
658,1926,4
659,1930,5
660,1930,4
661,1931,38
662,1933,2
663,1944,1
664,1948,4
665,1952,4
666,1952,1
667,1955,4
668,1956,4
669,1958,4
670,1965,4
671,1965,1
672,1977,1
673,1982,6
674,1989,1
675,1990,18
676,1990,2
677,1991,1
678,1996,7
679,2004,7
680,2009,3
681,2009,2
682,2014,3
683,2014,1
684,2015,14
685,2018,9
686,2019,7
687,2021,7
688,2025,3
689,2025,1
690,2026,1
691,2028,4
692,2029,1
693,2035,4
694,2047,1
695,2050,4
696,2056,2
697,2058,1
698,2060,4
699,2062,11
700,2064,11
701,2068,1
702,2068,3
703,2074,4
704,2074,7
705,2082,1
706,2088,9
707,2089,1
708,2094,4
709,2095,5
710,2095,2
711,2096,3
712,2097,2
713,2100,6
714,2103,1
715,2104,1
716,2107,7
717,2109,2
718,2114,2
719,2119,3
720,2124,4
721,2130,2
722,2132,4
723,2133,2
724,2135,1
725,2137,3
726,2139,2
727,2146,1
728,2147,7
729,2153,5
730,2153,5
731,2154,2
732,2155,36
733,2155,12
734,2155,9
735,2159,3
736,2161,5
737,2173,9
738,2177,4
739,2188,1
740,2191,2
741,2193,7
742,2195,3
743,2197,2
744,2197,3
745,2207,1
746,2208,5
747,2210,3
748,2211,1
749,2221,2
750,2221,1
751,2222,5
752,2238,2
753,2240,1
754,2243,13
755,2247,7
756,2249,3
757,2250,3
758,2252,3
759,2254,4
760,2255,2
761,2258,13
762,2259,6
763,2265,3
764,2269,3
765,2270,3
766,2276,1
767,2278,9
768,2281,1
769,2290,2
770,2294,9
771,2299,9
772,2302,3
773,2306,1
774,2307,1
775,2309,3
776,2309,1
777,2317,4
778,2323,6
779,2323,3
780,2326,4
781,2332,6
782,2343,4
783,2344,3
784,2345,15
785,2347,4
786,2356,6
787,2362,4
788,2368,4
789,2372,3
790,2372,6
791,2373,1
792,2376,9
793,2377,3
794,2379,1
795,2385,1
796,2385,1
797,2392,1
798,2400,3
799,2401,4
800,2404,2
801,2408,2
802,2408,1
803,2416,4
804,2420,10
805,2422,2
806,2423,2
807,2423,6
808,2434,3
809,2437,2
810,2443,3
811,2444,1
812,2448,2
813,2457,2
814,2463,5
815,2472,7
816,2472,5
817,2473,3
818,2481,4
819,2485,1
820,2488,5
821,2492,11
822,2498,3
823,2504,5
824,2505,1
825,2505,5
826,2506,7
827,2508,5
828,2523,8
829,2525,6
830,2530,5
831,2533,4
832,2534,4
833,2534,2
834,2543,1
835,2544,6
836,2544,6
837,2545,7
838,2545,1
839,2545,1
840,2549,3
841,2551,3
842,2556,6
843,2558,2
844,2566,1
845,2573,11
846,2576,8
847,2576,2
848,2577,8
849,2579,1
850,2579,4
851,2586,6
852,2590,11
853,2593,1
854,2594,1
855,2599,4
856,2601,2
857,2602,2
858,2604,5
859,2613,2
860,2618,10
861,2620,8
862,2628,5
863,2629,6
864,2631,4
865,2632,7
866,2632,2
867,2638,19
868,2645,14
869,2651,1
870,2652,1
871,2653,4
872,2658,7
873,2662,1
874,2664,7
875,2666,2
876,2667,4
877,2671,4
878,2675,1
879,2685,4
880,2691,2
881,2692,1
882,2700,1
883,2701,6
884,2701,4
885,2703,4
886,2704,1
887,2705,3
888,2705,4
889,2709,2
890,2710,11
891,2712,6
892,2713,3
893,2717,4
894,2721,1
895,2728,1
896,2733,1
897,2735,5
898,2744,6
899,2746,18
900,2751,4
901,2751,3
902,2755,5
903,2756,2
904,2767,8
905,2776,4
906,2778,3
907,2781,1
908,2782,8
909,2783,1
910,2792,1
911,2793,5
912,2796,2
913,2798,3
914,2800,2
915,2805,3
916,2806,10
917,2807,1
918,2809,15
919,2814,8
920,2818,3
921,2820,2
922,2821,2
923,2822,6
924,2822,2
925,2825,2
926,2826,2
927,2828,6
928,2830,5
929,2834,1
930,2836,3
931,2839,3
932,2844,4
933,2845,6
934,2846,1
935,2851,3
936,2851,6
937,2852,3
938,2854,1
939,2855,2
940,2855,5
941,2857,4
942,2859,4
943,2860,2
944,2864,11
945,2865,2
946,2871,2
947,2872,12
948,2876,6
949,2876,9
950,2882,5
951,2882,21
952,2885,3
953,2891,3
954,2891,2
955,2895,6
956,2898,4
957,2902,5
958,2904,1
959,2908,6
960,2909,6
961,2910,4
962,2910,2
963,2916,10
964,2924,7
965,2926,5
966,2933,1
967,2936,4
968,2942,5
969,2948,2
970,2949,2
971,2950,7
972,2952,3
973,2962,1
974,2967,3
975,2973,1
976,2974,3
977,2985,27
978,2994,4
979,2994,5
980,2995,3
981,2997,1
982,2998,3
983,2998,3
984,3003,10
985,3008,2
986,3009,8
987,3011,2
988,3013,5
989,3015,1
990,3022,5
991,3024,2
992,3027,1
993,3028,1
994,3033,5
995,3034,4
996,3035,1
997,3035,5
998,3041,3
999,3043,2
1000,3048,2
1001,3050,4
1002,3053,3
1003,3053,2
1004,3056,2
1005,3061,1
1006,3069,2
1007,3070,1
1008,3071,1
1009,3080,2
1010,3083,5
1011,3087,3
1012,3087,5
1013,3088,3
1014,3090,4
1015,3092,2
1016,3092,2
1017,3094,3
1018,3098,6
1019,3099,1
1020,3102,2
1021,3105,2
1022,3124,18
1023,3124,4
1024,3124,3
1025,3127,2
1026,3138,1
1027,3143,7
1028,3144,1
1029,3149,3
1030,3152,1
1031,3157,7
1032,3158,5
1033,3158,1
1034,3166,1
1035,3168,3
1036,3168,1
1037,3170,1
1038,3171,2
1039,3172,6
1040,3173,2
1041,3174,7
1042,3174,3
1043,3176,2
1044,3178,6
1045,3180,1
1046,3186,5
1047,3191,8
1048,3191,2
1049,3192,1
1050,3194,1
1051,3212,2
1052,3216,2
1053,3218,3
1054,3219,3
1055,3220,2
1056,3222,1
1057,3226,1
1058,3229,1
1059,3230,4
1060,3230,6
1061,3232,1
1062,3234,5
1063,3238,2
1064,3239,5
1065,3243,7
1066,3246,3
1067,3247,1
1068,3249,1
1069,3249,3
1070,3257,1
1071,3257,7
1072,3257,2
1073,3259,4
1074,3260,4
1075,3261,12
1076,3271,2
1077,3272,3
1078,3274,4
1079,3275,2
1080,3278,2
1081,3278,1
1082,3278,5
1083,3284,5
1084,3285,5
1085,3289,11
1086,3289,4
1087,3297,1
1088,3304,3
1089,3305,1
1090,3306,2
1091,3312,9
1092,3317,5
1093,3318,1
1094,3320,14
1095,3320,1
1096,3321,3
1097,3321,7
1098,3322,7
1099,3322,1
1100,3324,1
1101,3324,2
1102,3327,2
1103,3327,6
1104,3340,1
1105,3341,2
1106,3341,1
1107,3345,4
1108,3348,2
1109,3348,2
1110,3355,10
1111,3362,1
1112,3362,1
1113,3363,4
1114,3365,1
1115,3368,2
1116,3370,4
1117,3371,6
1118,3381,2
1119,3385,5
1120,3386,2
1121,3391,3
1122,3396,3
1123,3402,4
1124,3404,3
1125,3405,1
1126,3417,5
1127,3419,15
1128,3420,5
1129,3423,1
1130,3425,8
1131,3427,5
1132,3431,7
1133,3433,2
1134,3433,9
1135,3435,4
1136,3445,5
1137,3450,1
1138,3451,2
1139,3451,9
1140,3455,8
1141,3458,4
1142,3458,3
1143,3459,1
1144,3464,1
1145,3464,2
1146,3465,2
1147,3467,2
1148,3471,2
1149,3475,1
1150,3476,10
1151,3478,3
1152,3482,2
1153,3489,2
1154,3494,2
1155,3498,1
1156,3499,1
1157,3501,1
1158,3501,2
1159,3503,3
1160,3508,3
1161,3511,2
1162,3513,2
1163,3515,2
1164,3522,2
1165,3524,2
1166,3525,2
1167,3535,6
1168,3536,4
1169,3540,4
1170,3543,2
1171,3543,4
1172,3546,7
1173,3548,12
1174,3551,4
1175,3554,2
1176,3554,4
1177,3560,3
1178,3563,16
1179,3564,4
1180,3565,1
1181,3567,9
1182,3568,5
1183,3570,1
1184,3571,5
1185,3575,4
1186,3576,15
1187,3582,1
1188,3582,3
1189,3583,2
1190,3588,1
1191,3590,2
1192,3590,6
1193,3592,3
1194,3592,12
1195,3596,1
1196,3598,7
1197,3603,11
1198,3608,2
1199,3609,10
1200,3612,2
1201,3613,5
1202,3614,7
1203,3617,4
1204,3619,1
1205,3625,2
1206,3650,3
1207,3654,8
1208,3657,1
1209,3659,7
1210,3660,15
1211,3661,3
1212,3668,1
1213,3671,9
1214,3672,2
1215,3679,2
1216,3680,12
1217,3682,1
1218,3688,1
1219,3689,3
1220,3694,22
1221,3705,2
1222,3711,5
1223,3712,3
1224,3713,4
1225,3715,2
1226,3715,2
1227,3716,4
1228,3716,1
1229,3716,7
1230,3717,1
1231,3717,19
1232,3718,5
1233,3720,8
1234,3724,4
1235,3732,2
1236,3733,2
1237,3733,4
1238,3738,3
1239,3738,8
1240,3747,7
1241,3751,7
1242,3759,7
1243,3761,6
1244,3768,3
1245,3768,2
1246,3769,2
1247,3769,5
1248,3774,1
1249,3775,6
1250,3775,1
1251,3777,5
1252,3780,4
1253,3787,1
1254,3792,1
1255,3796,12
1256,3796,4
1257,3799,1
1258,3805,12
1259,3805,9
1260,3807,6
1261,3808,1
1262,3813,2
1263,3816,1
1264,3817,1
1265,3818,3
1266,3820,4
1267,3821,6
1268,3822,2
1269,3822,1
1270,3824,1
1271,3834,6
1272,3836,10
1273,3838,2
1274,3841,3
1275,3843,9
1276,3844,3
1277,3845,2
1278,3848,6
1279,3848,7
1280,3848,3
1281,3851,6
1282,3856,2
1283,3857,3
1284,3858,4
1285,3866,1
1286,3870,2
1287,3871,2
1288,3874,6
1289,3874,9
1290,3877,9
1291,3877,7
1292,3879,2
1293,3880,14
1294,3891,1
1295,3892,7
1296,3897,5
1297,3900,1
1298,3901,2
1299,3902,4
1300,3914,1
1301,3919,3
1302,3920,1
1303,3922,4
1304,3926,5
1305,3927,1
1306,3931,3
1307,3933,5
1308,3934,1
1309,3936,5
1310,3937,6
1311,3945,13
1312,3950,5
1313,3952,1
1314,3954,4
1315,3954,4
1316,3963,7
1317,3964,11
1318,3971,4
1319,3973,3
1320,3976,4
1321,3976,3
1322,3981,4
1323,3987,1
1324,3988,7
1325,3997,5
1326,3997,4
1327,4000,1
1328,4004,1
1329,4010,8
1330,4013,13
1331,4016,5
1332,4017,17
1333,4019,7
1334,4022,1
1335,4025,4
1336,4026,2
1337,4029,5
1338,4031,3
1339,4036,6
1340,4040,6
1341,4046,2
1342,4051,3
1343,4051,4
1344,4052,5
1345,4056,8
1346,4058,1
1347,4059,1
1348,4061,1
1349,4068,8
1350,4069,6
1351,4069,2
1352,4073,3
1353,4073,1
1354,4079,1
1355,4080,1
1356,4082,7
1357,4085,6
1358,4093,2
1359,4094,2
1360,4094,1
1361,4098,1
1362,4099,2
1363,4099,4
1364,4104,3
1365,4104,1
1366,4109,1
1367,4115,5
1368,4116,4
1369,4118,2
1370,4121,5
1371,4122,2
1372,4124,6
1373,4125,4
1374,4126,2
1375,4126,17
1376,4129,3
1377,4133,8
1378,4136,7
1379,4139,1
1380,4141,2
1381,4143,10
1382,4143,2
1383,4146,4
1384,4148,2
1385,4149,5
1386,4149,2
1387,4151,7
1388,4151,5
1389,4152,5
1390,4157,8
1391,4159,4
1392,4161,2
1393,4165,1
1394,4170,7
1395,4179,8
1396,4181,14
1397,4184,6
1398,4185,1
1399,4188,11
1400,4188,2
1401,4192,2
1402,4193,5
1403,4193,2
1404,4193,5
1405,4200,2
1406,4201,9
1407,4204,6
1408,4205,1
1409,4205,7
1410,4207,3
1411,4210,17
1412,4210,3
1413,4213,5
1414,4226,3
1415,4226,2
1416,4229,3
1417,4230,7
1418,4237,3
1419,4238,2
1420,4240,6
1421,4240,2
1422,4241,7
1423,4242,5
1424,4247,4
1425,4249,6
1426,4257,11
1427,4263,5
1428,4265,2
1429,4268,8
1430,4271,6
1431,4273,5
1432,4277,1
1433,4286,6
1434,4290,3
1435,4290,1
1436,4292,1
1437,4295,2
1438,4295,1
1439,4298,4
1440,4300,1
1441,4300,2
1442,4311,2
1443,4316,1
1444,4316,2
1445,4317,2
1446,4324,7
1447,4333,13
1448,4335,9
1449,4337,1
1450,4346,7
1451,4347,9
1452,4349,1
1453,4353,2
1454,4358,6
1455,4360,2
1456,4360,8
1457,4367,5
1458,4367,5
1459,4371,11
1460,4374,8
1461,4374,1
1462,4376,2
1463,4378,4
1464,4380,2
1465,4383,5
1466,4384,5
1467,4385,1
1468,4391,4
1469,4393,2
1470,4396,2
1471,4396,4
1472,4397,8
1473,4398,1
1474,4402,7
1475,4405,5
1476,4414,4
1477,4420,2
1478,4420,4
1479,4422,1
1480,4431,2
1481,4432,7
1482,4432,5
1483,4433,5
1484,4438,29
1485,4440,2
1486,4453,5
1487,4453,1
1488,4458,11
1489,4461,3
1490,4469,4
1491,4475,1
1492,4476,3
1493,4478,1
1494,4481,16
1495,4485,3
1496,4485,1
1497,4490,3
1498,4491,2
1499,4492,1
1500,4494,3
1501,4498,1
1502,4498,3
1503,4500,10
1504,4501,7
1505,4503,9
1506,4513,4
1507,4517,3
1508,4518,1
1509,4519,5
1510,4520,9
1511,4522,4
1512,4523,24
1513,4527,4
1514,4529,8
1515,4539,2
1516,4549,2
1517,4550,2
1518,4554,2
1519,4561,10
1520,4567,1
1521,4569,1
1522,4569,17
1523,4573,8
1524,4576,2
1525,4580,5
1526,4580,3
1527,4584,7
1528,4586,2
1529,4588,1
1530,4588,2
1531,4593,9
1532,4593,1
1533,4594,7
1534,4594,3
1535,4598,2
1536,4604,10
1537,4605,1
1538,4605,7
1539,4605,8
1540,4605,4
1541,4607,24
1542,4607,1
1543,4608,2
1544,4608,5
1545,4608,9
1546,4612,14
1547,4618,11
1548,4622,6
1549,4625,10
1550,4627,1
1551,4628,1
1552,4628,1
1553,4629,4
1554,4632,5
1555,4632,1
1556,4633,6
1557,4635,3
1558,4635,3
1559,4640,5
1560,4641,3
1561,4645,3
1562,4649,1
1563,4649,1
1564,4656,1
1565,4658,1
1566,4661,7
1567,4661,2
1568,4663,2
1569,4665,5
1570,4666,3
1571,4667,2
1572,4670,5
1573,4672,4
1574,4677,7
1575,4680,2
1576,4684,2
1577,4686,3
1578,4687,2
1579,4688,2
1580,4688,5
1581,4692,10
1582,4692,3
1583,4697,3
1584,4701,2
1585,4703,9
1586,4704,1
1587,4708,8
1588,4710,9
1589,4710,3
1590,4713,2
1591,4717,6
1592,4720,6
1593,4723,4
1594,4724,1
1595,4725,11
1596,4725,3
1597,4728,5
1598,4728,1
1599,4729,1
1600,4736,1
1601,4741,5
1602,4743,9
1603,4745,1
1604,4747,4
1605,4748,10
1606,4752,1
1607,4755,11
1608,4762,1
1609,4772,3
1610,4773,2
1611,4784,3
1612,4785,4
1613,4792,7
1614,4795,11
1615,4797,7
1616,4797,3
1617,4801,1
1618,4805,2
1619,4808,2
1620,4809,5
1621,4810,1
1622,4811,2
1623,4811,2
1624,4813,5
1625,4814,12
1626,4817,4
1627,4818,2
1628,4820,15
1629,4821,3
1630,4823,1
1631,4823,1
1632,4824,3
1633,4828,6
1634,4831,3
1635,4832,1
1636,4835,2
1637,4837,7
1638,4838,7
1639,4845,3
1640,4846,4
1641,4847,6
1642,4853,3
1643,4854,4
1644,4856,4
1645,4858,11
1646,4858,12
1647,4865,1
1648,4865,2
1649,4869,1
1650,4871,8
1651,4875,5
1652,4875,4
1653,4882,6
1654,4882,23
1655,4884,1
1656,4885,2
1657,4885,1
1658,4886,1
1659,4888,2
1660,4891,2
1661,4895,2
1662,4896,6
1663,4901,3
1664,4902,1
1665,4902,1
1666,4907,1
1667,4911,40
1668,4912,2
1669,4927,3
1670,4931,1
1671,4938,2
1672,4941,11
1673,4947,2
1674,4952,10
1675,4959,1
1676,4959,3
1677,4960,4
1678,4963,2
1679,4964,3
1680,4965,6
1681,4965,7
1682,4968,11
1683,4968,3
1684,4972,7
1685,4975,2
1686,4977,13
1687,4979,1
1688,4981,6
1689,4982,2
1690,4983,2
1691,4985,1
1692,4999,7
1693,5003,1
1694,5006,8
1695,5009,6
1696,5011,3
1697,5018,13
1698,5020,7
1699,5020,1
1700,5022,4
1701,5030,6
1702,5030,2
1703,5030,3
1704,5031,5
1705,5038,3
1706,5038,2
1707,5038,1
1708,5040,13
1709,5051,3
1710,5054,5
1711,5058,2
1712,5059,7
1713,5066,3
1714,5071,1
1715,5074,3
1716,5079,4
1717,5083,12
1718,5083,10
1719,5090,1
1720,5091,4
1721,5093,2
1722,5098,2
1723,5099,3
1724,5103,6
1725,5104,8
1726,5106,10
1727,5109,4
1728,5110,2
1729,5110,3
1730,5111,2
1731,5111,13
1732,5116,3
1733,5117,9
1734,5119,7
1735,5130,4
1736,5135,2
1737,5136,2
1738,5138,2
1739,5149,1
1740,5151,4
1741,5152,7
1742,5153,4
1743,5156,1
1744,5156,4
1745,5158,12
1746,5159,1
1747,5161,5
1748,5164,4
1749,5165,2
1750,5165,2
1751,5170,6
1752,5171,8
1753,5175,3
1754,5187,1
1755,5188,1
1756,5189,2
1757,5189,1
1758,5190,5
1759,5193,8
1760,5195,2
1761,5199,5
1762,5199,3
1763,5209,3
1764,5213,2
1765,5214,3
1766,5216,29
1767,5219,2
1768,5225,2
1769,5227,16
1770,5231,3
1771,5233,14
1772,5234,2
1773,5236,4
1774,5236,4
1775,5239,8
1776,5240,1
1777,5240,3
1778,5244,1
1779,5244,2
1780,5247,3
1781,5249,4
1782,5250,3
1783,5251,3
1784,5255,7
1785,5255,2
1786,5258,1
1787,5260,2
1788,5263,4
1789,5271,2
1790,5275,3
1791,5276,2
1792,5281,8
1793,5282,3
1794,5284,5
1795,5286,10
1796,5288,1
1797,5290,3
1798,5290,4
1799,5292,3
1800,5293,4
1801,5293,1
1802,5300,2
1803,5303,5
1804,5305,1
1805,5310,6
1806,5317,6
1807,5318,2
1808,5320,3
1809,5322,3
1810,5325,4
1811,5326,1
1812,5330,4
1813,5333,6
1814,5334,4
1815,5337,3
1816,5341,4
1817,5341,3
1818,5344,9
1819,5346,3
1820,5347,3
1821,5353,6
1822,5358,1
1823,5358,2
1824,5367,2
1825,5369,10
1826,5371,4
1827,5378,3
1828,5381,2
1829,5384,2
1830,5388,1
1831,5389,4
1832,5390,3
1833,5393,1
1834,5396,10
1835,5405,2
1836,5409,6
1837,5410,2
1838,5410,5
1839,5412,1
1840,5415,5
1841,5421,6
1842,5426,2
1843,5427,1
1844,5428,3
1845,5430,4
1846,5431,2
1847,5433,1
1848,5439,2
1849,5440,3
1850,5443,3
1851,5444,4
1852,5445,6
1853,5451,14
1854,5454,4
1855,5458,6
1856,5468,1
1857,5479,1
1858,5481,9
1859,5482,1
1860,5484,5
1861,5487,1
1862,5489,9
1863,5494,1
1864,5495,7
1865,5499,3
1866,5505,6
1867,5513,3
1868,5514,4
1869,5518,2
1870,5524,5
1871,5524,12
1872,5526,1
1873,5527,4
1874,5528,5
1875,5528,2
1876,5529,3
1877,5533,8
1878,5534,3
1879,5537,2
1880,5549,1
1881,5555,3
1882,5561,1
1883,5565,2
1884,5569,2
1885,5571,1
1886,5571,4
1887,5572,3
1888,5579,1
1889,5580,2
1890,5584,4
1891,5584,2
1892,5593,6
1893,5594,6
1894,5599,3
1895,5600,4
1896,5601,3
1897,5602,2
1898,5602,1
1899,5603,1
1900,5616,9
1901,5617,2
1902,5625,14
1903,5627,2
1904,5627,1
1905,5628,3
1906,5631,1
1907,5635,9
1908,5635,4
1909,5637,1
1910,5643,1
